Reviews,full_text,clean_text
Good bassGrt performanceNice clarityGood batteryValue for money,Good bassGrt performanceNice clarityGood batteryValue for money,good bassgrt performancenice claritygood batteryvalue money
"Not at all happy with the product. Initially it works fine. But after a couple of days,the quality runs out.Would have returned the product but the window has also closed.My advice please make sure that you choose the correct earbuds.","Not at all happy with the product. Initially it works fine. But after a couple of days,the quality runs out.Would have returned the product but the window has also closed.My advice please make sure that you choose the correct earbuds.",not happy product initially work fine couple day quality run would return product window also closed advice please make sure choose correct earbud
"Worst product by boat ever, disgusting sound quality, left ear dope was not working and when opted for replacement, Boat service center sent a replacement after 1 month which was again faulty (touch not working), I opted for another replacement and it has been 1 month and I haven't received my product. Do not buy this product, a better option would be to burn your money.","Worst product by boat ever, disgusting sound quality, left ear dope was not working and when opted for replacement, Boat service center sent a replacement after 1 month which was again faulty (touch not working), I opted for another replacement and it has been 1 month and I haven't received my product. Do not buy this product, a better option would be to burn your money.",bad product boat ever disgusting sound quality leave ear dope not work opt replacement boat service center send replacement month faulty touch not work I opt another replacement month I not receive product not buy product well option would burn money
"Hey guys, I suggest u can go ahead with this product.If your searching airdopes in boat I suggest this is best dopes I'm totally satisfied with this even u can charge ur phone with this,can even use as powerbank also please go ahead with any confusion! Dont bother about other negative review!","Hey guys, I suggest u can go ahead with this product.If your searching airdopes in boat I suggest this is best dopes I'm totally satisfied with this even u can charge ur phone with this,can even use as powerbank also please go ahead with any confusion! Dont bother about other negative review!",hey guy I suggest u go ahead product search airdope boat I suggest good dope I totally satisfied even u charge ur phone even use powerbank also please go ahead confusion not bother negative review
"Build quality is good,It easily get paired withyour nearest device. Battary back-up is quite good. Sound quality is also justified at this price range. Only auspect that requires improvement is Noice cancellation. Conversation is ok untill you are sitting in a quite place.Products is overall good and is value for Money","Build quality is good,It easily get paired withyour nearest device. Battary back-up is quite good. Sound quality is also justified at this price range. Only auspect that requires improvement is Noice cancellation. Conversation is ok untill you are sitting in a quite place.Products is overall good and is value for Money",build quality good easily get pair withyour near device battary back quite good sound quality also justify price range auspect require improvement noice cancellation conversation ok untill sit quite place product overall good value money
"Not a worth product to buy, Its just 5months I have bought this product, now I m not able to answer any phones or talk, only use is that I can hear songs or watch movies, and sometimes one side of the ear piece stops working suddenly and have to adjust with one ear piece, it's just waste of money 2.5k for just 5-6months","Not a worth product to buy, Its just 5months I have bought this product, now I m not able to answer any phones or talk, only use is that I can hear songs or watch movies, and sometimes one side of the ear piece stops working suddenly and have to adjust with one ear piece, it's just waste of money 2.5k for just 5-6months",not worth product buy month I buy product I not able answer phone talk use I hear song watch movie sometimes one side ear piece stop work suddenly adjust one ear piece waste money k months
"Battery backup, Audio quality is nice, but case label is not visible after some usages","Battery backup, Audio quality is nice, but case label is not visible after some usages",battery backup audio quality nice case label not visible usage
Sound Quality for listening to songs and watching videos is awesome. The design feels a little odd in ears. Easily Comes out of ears so be cautious otherwise you will loose them easily. Not recommended for calling over phone....i have experienced worst worst noise cancellation while speaking over  calls.,Sound Quality for listening to songs and watching videos is awesome. The design feels a little odd in ears. Easily Comes out of ears so be cautious otherwise you will loose them easily. Not recommended for calling over phone....i have experienced worst worst noise cancellation while speaking over  calls.,sound quality listen song watch video awesome design feel little odd ear easily come ear cautious otherwise loose easily not recommend call phone I experience bad bad noise cancellation speak call
"One side is not working, not getting charge, it's just a waste of money, i will never purchase anything via Amazon!","One side is not working, not getting charge, it's just a waste of money, i will never purchase anything via Amazon!",one side not work not get charge waste money I never purchase anything via amazon
I wanted to return this product from the date i received. But i was given a single day . That too after 5 days . And on that day i forgot . Now i am stuckup with this product ..... 😡😡😡😡😡😡😡😡 forci g to select atleast 1 star,I wanted to return this product from the date i received. But i was given a single day . That too after 5 days . And on that day i forgot . Now i am stuckup with this product ..... 😡😡😡😡😡😡😡😡 forci g to select atleast 1 star,I want return product date I receive I give single day day day I forget I stuckup product forci g select atleast star
The left pod has a constant buzzing sound that is impossible to ignore. I've read that others who received a replacement product got another defective piece with the same issue. I will update this review when the replacement is here. Other than that sound quality and build are good for the price.Update: the replacement is also faulty. I think every piece of this model is faulty. I'll be refunding and getting something from another brand.,The left pod has a constant buzzing sound that is impossible to ignore. I've read that others who received a replacement product got another defective piece with the same issue. I will update this review when the replacement is here. Other than that sound quality and build are good for the price.Update: the replacement is also faulty. I think every piece of this model is faulty. I'll be refunding and getting something from another brand.,left pod constant buzzing sound impossible ignore I read receive replacement product get another defective piece issue I update review replacement sound quality build good price update replacement also faulty I think every piece model faulty I refund get something another brand
Good for entertainment and music. Not good for gaming. Latency is not correct for gaming. There is a delay in audio and video they don't sync while gaming. All the other aspects are good.,Good for entertainment and music. Not good for gaming. Latency is not correct for gaming. There is a delay in audio and video they don't sync while gaming. All the other aspects are good.,good entertainment music not good gaming latency not correct gaming delay audio video not sync gaming aspect good
I have a good opinion on boat but this product is too worst. headphones model is not good and the voice is getting breaked everytime.Majore drawback is there is no refund for this. Amazon delivery service is also too bad. I didnt expected this from anazon and boat. Make sure your services should be good.,I have a good opinion on boat but this product is too worst. headphones model is not good and the voice is getting breaked everytime.Majore drawback is there is no refund for this. Amazon delivery service is also too bad. I didnt expected this from anazon and boat. Make sure your services should be good.,I good opinion boat product bad headphone model not good voice getting break everytime majore drawback no refund amazon delivery service also bad I not expect anazon boat make sure service good
Works well with mobile. Have lots of issues connecting to Google meet when paired with a laptop. Rearly connects  to gmeet. Great battery backup though. Easily lasts 2 days for me.,Works well with mobile. Have lots of issues connecting to Google meet when paired with a laptop. Rearly connects  to gmeet. Great battery backup though. Easily lasts 2 days for me.,work well mobile lot issue connect google meet pair laptop rearly connect gmeet great battery backup though easily last day I
"Amazing TWS Earphones!Pros:1.Sound quality is amazing2.Bass is good3.battery life is up to the markCons:Just the case feels a bit cheapIf looking for a good pair of TWS Earphones under 3,000 just go for it!","Amazing TWS Earphones!Pros:1.Sound quality is amazing2.Bass is good3.battery life is up to the markCons:Just the case feels a bit cheapIf looking for a good pair of TWS Earphones under 3,000 just go for it!",amazing tws earphonespros sound quality amazing bass good battery life markconsjust case feel bit cheapif look good pair tws earphone go
When listening to music it is good. But when on call it is worst. Voice is not clear at all. This happens 80% of the times you make a call. Further if you have multiple bluetooth devices nearby then this device doesnot respond well. Also when you have 2 mobile devices nearby (bluetooth turned on) then airdopes gets disconnected all the time which is very very frustrating.,When listening to music it is good. But when on call it is worst. Voice is not clear at all. This happens 80% of the times you make a call. Further if you have multiple bluetooth devices nearby then this device doesnot respond well. Also when you have 2 mobile devices nearby (bluetooth turned on) then airdopes gets disconnected all the time which is very very frustrating.,listen music good call bad voice not clear happen time make call far multiple bluetooth device nearby device doesnot respond well also mobile device nearby bluetooth turn airdope gets disconnect time frustrating
"So it’s supposed to be the upgraded version. But it’s difficult to take out of the box. Ergonomics are not right, so the finger is not able to grip it properly to take it out. It switches on as soon as you open the lid of the charger box so when you touch the earphone, it plays the music. For me, touch screen is not convenient at all and many times the touch is activated by mistake.","So it’s supposed to be the upgraded version. But it’s difficult to take out of the box. Ergonomics are not right, so the finger is not able to grip it properly to take it out. It switches on as soon as you open the lid of the charger box so when you touch the earphone, it plays the music. For me, touch screen is not convenient at all and many times the touch is activated by mistake.",suppose upgrade version difficult take box ergonomic not right finger not able grip properly take switch soon open lid charger box touch earphone play music I touch screen not convenient many time touch activate mistake
"The overall quality is just ok, the touch pads simply stopped working within a few days. I have been unable to reach their service center because of lockdown. The audio quality during calls is very bad, the mic has a lot of background noise. Will not recommend these to anyone at any price.","The overall quality is just ok, the touch pads simply stopped working within a few days. I have been unable to reach their service center because of lockdown. The audio quality during calls is very bad, the mic has a lot of background noise. Will not recommend these to anyone at any price.",overall quality ok touch pad simply stop work within day I unable reach service center lockdown audio quality call bad mic lot background noise not recommend anyone price
"The Product is Absolutely awesome with punchy BASE, crystal clear sound, balanced trebles and vocal and a decent noise cancellation.The InstaWakePair (IWP) technology is super awesome, and the fitting is perfectly fine.I loved the product and it's worth each penny❤️","The Product is Absolutely awesome with punchy BASE, crystal clear sound, balanced trebles and vocal and a decent noise cancellation.The InstaWakePair (IWP) technology is super awesome, and the fitting is perfectly fine.I loved the product and it's worth each penny❤️",product absolutely awesome punchy base crystal clear sound balanced treble vocal decent noise cancellation instawakepair iwp technology super awesome fitting perfectly fine love product worth penny
Boat's after sale service time is too worst and too bad. It came defective and filed complaint for replacement and they finally delivered the replaced product after 1 month and it was worst then then previous one . I have too again filed the complaint.  Worst one,Boat's after sale service time is too worst and too bad. It came defective and filed complaint for replacement and they finally delivered the replaced product after 1 month and it was worst then then previous one . I have too again filed the complaint.  Worst one,boat sale service time bad bad come defective file complaint replacement finally deliver replace product month bad previous one I file complaint bad one
"Perfect just what i was looking for, best at the price point, just wanted this for gym, headphone gets totally wet during workout","Perfect just what i was looking for, best at the price point, just wanted this for gym, headphone gets totally wet during workout",perfect I look good price point want gym headphone get totally wet workout
"Excellent product..Amazing battery backup..Fits snugly, doesn't fall even on jogging..Audio is good n decent bass..I got it for 2.5k in Prime sale..Regretting should have ORDERED 2 more colors..Superfast delivery by Amazon as always..Thanks AMAZON...","Excellent product..Amazing battery backup..Fits snugly, doesn't fall even on jogging..Audio is good n decent bass..I got it for 2.5k in Prime sale..Regretting should have ORDERED 2 more colors..Superfast delivery by Amazon as always..Thanks AMAZON...",excellent product amazing battery backup fit snugly not fall even jogging audio good n decent bass I get k prime sale regretting order color superfast delivery amazon always thank amazon
It falls off. And that’s worrying me. I can’t ask you to choose this. But it’s good for call and songs. Battery life is good. No noise cancellation. That’s disappointing.,It falls off. And that’s worrying me. I can’t ask you to choose this. But it’s good for call and songs. Battery life is good. No noise cancellation. That’s disappointing.,fall worry I I not ask choose good call song battery life good no noise cancellation disappointing
"Earbuds are superb quality, the bass is very good, noise cancellation is very good no problem at all.the one thing I should mention here that the cap of the year but is little bit of a hard so it will difficult to fit in ears. It feels like a very premium quality product.","Earbuds are superb quality, the bass is very good, noise cancellation is very good no problem at all.the one thing I should mention here that the cap of the year but is little bit of a hard so it will difficult to fit in ears. It feels like a very premium quality product.",earbud superb quality bass good noise cancellation good no problem one thing I mention cap year little bit hard difficult fit ear feel like premium quality product
"This is suggestble those who loves to watch movie, exercise , walking and jogging purpose. For calling and all band is better as the mic will there below your chin. But mic will in ear itself so chances of voice break is there while bike ridingand cycling. And you should talk loud the the band Bluetooth speaker.","This is suggestble those who loves to watch movie, exercise , walking and jogging purpose. For calling and all band is better as the mic will there below your chin. But mic will in ear itself so chances of voice break is there while bike ridingand cycling. And you should talk loud the the band Bluetooth speaker.",suggestble love watch movie exercise walk jogging purpose call band well mic chin mic ear chance voice break bike ridingand cycling talk loud band bluetooth speaker
These are good for 3months then the problem begins one side ear phone won't work if we ask in boat site again they are giving replacement but every wireless airdopes having same issue....Waste for money these to purchase.,These are good for 3months then the problem begins one side ear phone won't work if we ask in boat site again they are giving replacement but every wireless airdopes having same issue....Waste for money these to purchase.,good month problem begin one side ear phone not work ask boat site give replacement every wireless airdope issue waste money purchase
Good bass ans sound quality. Battery backup also,Good bass ans sound quality. Battery backup also,good bass sound quality battery backup also
"The media could not be loaded.
                



 You are looking for a product with clarity in sound then this is the one of those good products","The media could not be loaded.
                



 You are looking for a product with clarity in sound then this is the one of those good products",medium could not load look product clarity sound one good product
"Simply amazing. Very beautiful sound, nice noise canceling, good battery life, connects within 2 seconds. I had got it for 2k. Is definitely worth the price.","Simply amazing. Very beautiful sound, nice noise canceling, good battery life, connects within 2 seconds. I had got it for 2k. Is definitely worth the price.",simply amazing beautiful sound nice noise canceling good battery life connect within second I get k definitely worth price
"Honest review :If you are someone looking for an earbud just for the bass, then buy this one. The bass totally overshadows the music and you can't listen to it. After a point, you devolop headache.The fit is adequate, feeling a bit tight in the ear after some time of use.Overall, not worth 2.5k .","Honest review :If you are someone looking for an earbud just for the bass, then buy this one. The bass totally overshadows the music and you can't listen to it. After a point, you devolop headache.The fit is adequate, feeling a bit tight in the ear after some time of use.Overall, not worth 2.5k .",honest review someone look earbud bass buy one bass totally overshadow music not listen point devolop headache fit adequate feel bit tight ear time use overall not worth k
One earpiece sometimes does not connect. sound quality is also not excellent with respect to price. Having used lot of bluetooth earphones in past I found sound quality is really average.,One earpiece sometimes does not connect. sound quality is also not excellent with respect to price. Having used lot of bluetooth earphones in past I found sound quality is really average.,one earpiece sometimes not connect sound quality also not excellent respect price use lot bluetooth earphone past I find sound quality really average
"Sound of the earbuds are amazing and suprb noise cancellation. Clear sound and cool look. I read the review of facing problem related equipment missing but i got all the equipments so there is not a problem like that. You will love it, go for the product","Sound of the earbuds are amazing and suprb noise cancellation. Clear sound and cool look. I read the review of facing problem related equipment missing but i got all the equipments so there is not a problem like that. You will love it, go for the product",sound earbud amazing suprb noise cancellation clear sound cool look I read review face problem relate equipment miss I get equipment not problem like love go product
I faced issue when I am using it at low volume as I use it at low volume atmost times returned to the boat for replacement now I had received another in which I am favig issue with the button again I need to send it back already 1 month gone without using it for a day or 2,I faced issue when I am using it at low volume as I use it at low volume atmost times returned to the boat for replacement now I had received another in which I am favig issue with the button again I need to send it back already 1 month gone without using it for a day or 2,I face issue I use low volume I use low volume atmost time return boat replacement I receive another I favig issue button I need send back already month go without use day
The notice cancellation is excellent the sound quality is also great ... Good in bass but not excellent...The battery backup is just awesome ....I used it for like 4-5 days straight without changing ...and 3-4 hours straight on continuous usage,The notice cancellation is excellent the sound quality is also great ... Good in bass but not excellent...The battery backup is just awesome ....I used it for like 4-5 days straight without changing ...and 3-4 hours straight on continuous usage,notice cancellation excellent sound quality also great good bass not excellent battery backup awesome I use like day straight without change hour straight continuous usage
I have been facing issue with this airdopes 441 mic while playing pubg as the voice input is going through the phone internal mic. But not from the airdopes 441 mic. Any one else also fave this kind of issue? Also not able to record audio in voice recorder nd while making videos through camera app.  But during calls the mic is working fine. Share some gyan on this if anybody knows anything abt it.,I have been facing issue with this airdopes 441 mic while playing pubg as the voice input is going through the phone internal mic. But not from the airdopes 441 mic. Any one else also fave this kind of issue? Also not able to record audio in voice recorder nd while making videos through camera app.  But during calls the mic is working fine. Share some gyan on this if anybody knows anything abt it.,I face issue airdope mic play pubg voice input go phone internal mic not airdope mic one else also fave kind issue also not able record audio voice recorder nd make video camera app call mic work fine share gyan anybody know anything abt
I am using this earbuds from 5 months and within this time period left earbud battery is giving too much poor performance...after full charge the both earbuds right one giving 2-3 hours backup while left earbud is only giving 30 min backup.Now i called service center but no one picking up call so poor product service also.,I am using this earbuds from 5 months and within this time period left earbud battery is giving too much poor performance...after full charge the both earbuds right one giving 2-3 hours backup while left earbud is only giving 30 min backup.Now i called service center but no one picking up call so poor product service also.,I use earbud month within time period leave earbud battery give much poor performance full charge earbud right one give hour backup leave earbud give min backup I call service center no one pick call poor product service also
The bluetooth connectivity was pathetic leading to voice breakage when on calls. Earlier I thought that it's manufacturing defect in particular piece. But the replacement piece received after that was way worse. It was a used peice. One airdope didn't charge at all. The voice breaking issue still persisted. Regret purchasing it.,The bluetooth connectivity was pathetic leading to voice breakage when on calls. Earlier I thought that it's manufacturing defect in particular piece. But the replacement piece received after that was way worse. It was a used peice. One airdope didn't charge at all. The voice breaking issue still persisted. Regret purchasing it.,bluetooth connectivity pathetic lead voice breakage call early I think manufacture defect particular piece replacement piece receive way bad use peice one airdope not charge voice break issue still persist regret purchase
"The media could not be loaded.
                



 good sound quality and best in noice cancellation.easy pairing.","The media could not be loaded.
                



 good sound quality and best in noice cancellation.easy pairing.",medium could not load good sound quality good noice cancellation easy pair
Its not upto quality as mentioned. Only good for music. Worst for call and games.,Its not upto quality as mentioned. Only good for music. Worst for call and games.,not upto quality mention good music bad call game
The sound quality and bass quality are excellent. I will not recommend you for running or wearing it while riding on a bike,The sound quality and bass quality are excellent. I will not recommend you for running or wearing it while riding on a bike,sound quality bass quality excellent I not recommend run wear ride bike
"The Airdopes are Not good for calling someone or receiving calls. While on calls, robotic sound is heard. Although these are excellent for music purpose with great Bass, NOT at all recommended for calling purpose!","The Airdopes are Not good for calling someone or receiving calls. While on calls, robotic sound is heard. Although these are excellent for music purpose with great Bass, NOT at all recommended for calling purpose!",airdope not good call someone receive call call robotic sound hear although excellent music purpose great bass not recommend call purpose
"A beast from Boat. Battery backup is excellent, including the Airdopes and battery case. Happy to buy it.","A beast from Boat. Battery backup is excellent, including the Airdopes and battery case. Happy to buy it.",beast boat battery backup excellent include airdope battery case happy buy
Got these on a higher price in 2 days the price dropped from 2490 to 1949.There is no refund only exchange.The one I ordered was not working fine so another one in exchange and now I don’t wish to use it anymore...,Got these on a higher price in 2 days the price dropped from 2490 to 1949.There is no refund only exchange.The one I ordered was not working fine so another one in exchange and now I don’t wish to use it anymore...,get high price day price drop no refund exchange one I order not work fine another one exchange I not wish use anymore
With good sound quality with good bass when the volume is bit high. External noise cancellation also good. Perfectly fits on ears no falling fear .,With good sound quality with good bass when the volume is bit high. External noise cancellation also good. Perfectly fits on ears no falling fear .,good sound quality good bass volume bit high external noise cancellation also good perfectly fit ear no fall fear
"Good sound and bass, good buid quality, doesn't fit perfectly, latency in touch responses, mic is not that good,","Good sound and bass, good buid quality, doesn't fit perfectly, latency in touch responses, mic is not that good,",good sound bass good buid quality not fit perfectly latency touch response mic not good
Right earbud has stopped working at all within 2 months and resetting etc not working to resolve the problem.  Warranty centre phone numbers are not of much use… useless product and company.,Right earbud has stopped working at all within 2 months and resetting etc not working to resolve the problem.  Warranty centre phone numbers are not of much use… useless product and company.,right earbud stop work within month reset etc not work resolve problem warranty centre phone number not much use useless product company
"Sound quality is good, value for money, some time singe ear bud working after reset both are connected, touch controls are not working property","Sound quality is good, value for money, some time singe ear bud working after reset both are connected, touch controls are not working property",sound quality good value money time singe ear bud work reset connect touch control not work property
"All in all its ok, need to be a bit careful as the touch is toooooooo sensitive and sometimes annoying. My only concern is 3 hour playback, which it says is t hours.","All in all its ok, need to be a bit careful as the touch is toooooooo sensitive and sometimes annoying. My only concern is 3 hour playback, which it says is t hours.",ok need bit careful touch toooooooo sensitive sometimes annoying concern hour playback say hour
"good call quality,one person to other person voice is clear, good for music but not wearable for long time.","good call quality,one person to other person voice is clear, good for music but not wearable for long time.",good call quality one person person voice clear good music not wearable long time
"There was a problem while using on the bike wind noise is too much we can not here the call sound. Bass quality is the best in car we can use this easily while waking also we can here call sound clearly, I suggest you to bye this prodect The Amazon packing was too good no dent on the box","There was a problem while using on the bike wind noise is too much we can not here the call sound. Bass quality is the best in car we can use this easily while waking also we can here call sound clearly, I suggest you to bye this prodect The Amazon packing was too good no dent on the box",problem use bike wind noise much not call sound bass quality good car use easily wake also call sound clearly I suggest bye prodect amazon packing good no dent box
I complained on the boat website to check my airdrops 441 pro the power bank is not working still in warranty but they took my all information and give me 2 working days to arrive in my house but they didn't come yet today is 5th day the service is too bad I am not satisfied with it very poor service,I complained on the boat website to check my airdrops 441 pro the power bank is not working still in warranty but they took my all information and give me 2 working days to arrive in my house but they didn't come yet today is 5th day the service is too bad I am not satisfied with it very poor service,I complain boat website check airdrop pro power bank not work still warranty take information give I work day arrive house not come yet today th day service bad I not satisfied poor service
"It has its issues.. like microphone instability at times & disconnections at times..But as far as music & sound quality is concerned.. it is bang on ! And gives tough competition to well known established brands !""Buy it for listening to music, you won't be disappointed ""I am impressed with the sound quality for sure !","It has its issues.. like microphone instability at times & disconnections at times..But as far as music & sound quality is concerned.. it is bang on ! And gives tough competition to well known established brands !""Buy it for listening to music, you won't be disappointed ""I am impressed with the sound quality for sure !",issue like microphone instability time disconnection time far music sound quality concern bang give tough competition well know establish brand buy listen music not disappoint I impressed sound quality sure
"Vocals,guitars,drums and all other sounds are minimised to elevate the base. It's just boom boom boom boom in your ears while listening music. It's an irritating experience for avid music listeners. I'm not aware of any setting which could bring em all to equilibrium .Otherwise, a good quality set with a firm box alongwith. Huh","Vocals,guitars,drums and all other sounds are minimised to elevate the base. It's just boom boom boom boom in your ears while listening music. It's an irritating experience for avid music listeners. I'm not aware of any setting which could bring em all to equilibrium .Otherwise, a good quality set with a firm box alongwith. Huh",vocal guitar drum sound minimise elevate base boom boom boom boom ear listen music irritating experience avid music listener I not aware setting could bring em equilibrium otherwise good quality set firm box alongwith huh
"Very sensitive touch- that even a small touch by mistake will cut the call or music  and disturbance during call,we need refund so that we can order other boat earpods ,but the dealer will only replace the product ,what is the use of replacement that we dont like the product features,very disappointed","Very sensitive touch- that even a small touch by mistake will cut the call or music  and disturbance during call,we need refund so that we can order other boat earpods ,but the dealer will only replace the product ,what is the use of replacement that we dont like the product features,very disappointed",sensitive touch even small touch mistake cut call music disturbance call need refund order boat earpod dealer replace product use replacement not like product feature disappointed
I am using these airpodes for almost 6 months...i purchase them for ₹1600 via amazon on diwali sale..it doesn't make any hissing sound.. Satisfied with the product..for any more queries feel free to ask me😊,I am using these airpodes for almost 6 months...i purchase them for ₹1600 via amazon on diwali sale..it doesn't make any hissing sound.. Satisfied with the product..for any more queries feel free to ask me😊,I use airpode almost month I purchase via amazon diwali sale not make hissing sound satisfied product query feel free ask I
"Does not cancel noise. pathetic wearing outside.After 3 months, Right earpiece not working, battery draining out, pairing problem. Pathetic product. Dont buy.","Does not cancel noise. pathetic wearing outside.After 3 months, Right earpiece not working, battery draining out, pairing problem. Pathetic product. Dont buy.",not cancel noise pathetic wear outside month right earpiece not work battery drain pair problem pathetic product not buy
"Easy to pair to the device, fits perfectly for the ear, good sound quality and good appearance. What I dislike is sometimes even the airdopes gets paired and connected to the device, audio isn't coming. For this we need to reset the reset the airdopes and again we have to pair. That's the only fault I've observed","Easy to pair to the device, fits perfectly for the ear, good sound quality and good appearance. What I dislike is sometimes even the airdopes gets paired and connected to the device, audio isn't coming. For this we need to reset the reset the airdopes and again we have to pair. That's the only fault I've observed",easy pair device fit perfectly ear good sound quality good appearance I dislike sometimes even airdope gets pair connect device audio not come need reset reset airdope pair fault I observe
"The product is very nice , looks wise , impression wise , and the quality of earbuds is also impressive . I get the deal for 1999 rs only .The sound quality is also good ,Bass is been also good .Terrible is also good .Also it fits properly in ear .#)The accessories which you will get are in pics just go through it..Enjoy the sound quality , enjoy your momentStress less music .","The product is very nice , looks wise , impression wise , and the quality of earbuds is also impressive . I get the deal for 1999 rs only .The sound quality is also good ,Bass is been also good .Terrible is also good .Also it fits properly in ear .#)The accessories which you will get are in pics just go through it..Enjoy the sound quality , enjoy your momentStress less music .",product nice look wise impression wise quality earbud also impressive I get deal rs sound quality also good bass also good terrible also good also fit properly ear accessory get pic go enjoy sound quality enjoy momentstress less music
proc:good Bass QualityBattery is GoodCons:Charging Cable Too SmallVoice Lagging many time at receiver sidewe also not receive voice sometime.Touch also not work as shown in other Review Video,proc:good Bass QualityBattery is GoodCons:Charging Cable Too SmallVoice Lagging many time at receiver sidewe also not receive voice sometime.Touch also not work as shown in other Review Video,procgood bass qualitybattery goodconscharge cable smallvoice lag many time receiver sidewe also not receive voice sometime touch also not work show review video
It's been quite a few months .... Observed one earphone get discharged 20 mins earlier tha. The other... Thought I was using both equally,It's been quite a few months .... Observed one earphone get discharged 20 mins earlier tha. The other... Thought I was using both equally,quite month observe one earphone get discharge min early tha think I use equally
It has stopped working in a month.Can someone please help me in claiming its warranty?The process of warranty is very slow. Boat is not committed towards its customer.Timeliness provided by company for repairing product exceeded the reality by far.,It has stopped working in a month.Can someone please help me in claiming its warranty?The process of warranty is very slow. Boat is not committed towards its customer.Timeliness provided by company for repairing product exceeded the reality by far.,stop work month someone please help I claim warrantythe process warranty slow boat not commit towards customer timeliness provide company repair product exceed reality far
"Best sound , at 80% volume it can beat real me buds in bass quality and in overall quality is best in this price range","Best sound , at 80% volume it can beat real me buds in bass quality and in overall quality is best in this price range",good sound volume beat real I bud bass quality overall quality good price range
Horrible. Stopped working after 5 days from purchase. Not a reliable product.Even Sound quality is not a pleasant. Battery Working time is very less than claimed.,Horrible. Stopped working after 5 days from purchase. Not a reliable product.Even Sound quality is not a pleasant. Battery Working time is very less than claimed.,horrible stop work day purchase not reliable product even sound quality not pleasant battery working time less claim
"It has a better battery life. Sound is good. Although sometimes one of the bud gets disconnected but, you can easily reconnect. This happenes once a week. I literally use it daily and I am happy to use it.","It has a better battery life. Sound is good. Although sometimes one of the bud gets disconnected but, you can easily reconnect. This happenes once a week. I literally use it daily and I am happy to use it.",well battery life sound good although sometimes one bud get disconnect easily reconnect happen week I literally use daily I happy use
I just brought two days back fast delivery by amazon...About sound quality just impeccable crystal clear and bass is really deep with better vibration and frequencyCall quality is good not greatCharge backup is also good but it charge faster in case and i can say at this price range it is value for money go for itLooks good premium and one hand use ...must buy,I just brought two days back fast delivery by amazon...About sound quality just impeccable crystal clear and bass is really deep with better vibration and frequencyCall quality is good not greatCharge backup is also good but it charge faster in case and i can say at this price range it is value for money go for itLooks good premium and one hand use ...must buy,I bring two day back fast delivery amazon sound quality impeccable crystal clear bass really deep well vibration frequencycall quality good not greatcharge backup also good charge fast case I say price range value money go itlook good premium one hand use must buy
Happy and satisfied with the earbuds. Sound is perfect as per the price range. Good bass and treble. No complaints so far.,Happy and satisfied with the earbuds. Sound is perfect as per the price range. Good bass and treble. No complaints so far.,happy satisfied earbud sound perfect per price range good bass treble no complaint far
Very very good product bought it for my son,Very very good product bought it for my son,good product buy son
Pls don’t purchase pls don’t waste your money. Worse airdrops ever worst company is boat also Amazon offer only 7 days return where it will work for 7 days but then after it will stop working. I raised for replacement company replaced but again these are not working .. i wish i could give -10 rating,Pls don’t purchase pls don’t waste your money. Worse airdrops ever worst company is boat also Amazon offer only 7 days return where it will work for 7 days but then after it will stop working. I raised for replacement company replaced but again these are not working .. i wish i could give -10 rating,pls not purchase pls not waste money bad airdrop ever bad company boat also amazon offer day return work day stop work I raise replacement company replace not work I wish I could give rating
Using for last 10 days. Very good product. Superb Bass quality. Single charging given backup of upto 2 hours. If you looking for good sound with good Bass this will be perfect.,Using for last 10 days. Very good product. Superb Bass quality. Single charging given backup of upto 2 hours. If you looking for good sound with good Bass this will be perfect.,use last day good product superb bass quality single charging give backup upto hour look good sound good bass perfect
Absolutely worthless.! Worked alright for a while. Crazy interference with wifi during whatsapp video calls. And now broken voice and echo in the sound. constant disturbance. I AM STUCK WITH THIS JUNK,Absolutely worthless.! Worked alright for a while. Crazy interference with wifi during whatsapp video calls. And now broken voice and echo in the sound. constant disturbance. I AM STUCK WITH THIS JUNK,absolutely worthless work alright crazy interference wifi whatsapp video call break voice echo sound constant disturbance I stick junk
Best earphones I have ever usedIt has been 1 month I have been using them I charged them only twice the best part is battery backup 150 Hours🤔🤐Fitting is also good and doesnot fall from earBuy it without thinking again.,Best earphones I have ever usedIt has been 1 month I have been using them I charged them only twice the best part is battery backup 150 Hours🤔🤐Fitting is also good and doesnot fall from earBuy it without thinking again.,good earphone I ever usedit month I use I charge twice good part battery backup hoursfitting also good doesnot fall earbuy without think
Sounds wise product is good but Bluetooth connectivity is very bad specially when u travailing...other side person not able to listen on Bluetooth u have to off your Bluetooth and speak on phone and now second issue is left side Bluetooth is not working anymore with in 6 month.... sounds wise and notice cancellation is good...,Sounds wise product is good but Bluetooth connectivity is very bad specially when u travailing...other side person not able to listen on Bluetooth u have to off your Bluetooth and speak on phone and now second issue is left side Bluetooth is not working anymore with in 6 month.... sounds wise and notice cancellation is good...,sound wise product good bluetooth connectivity bad specially u travailing side person not able listen bluetooth u bluetooth speak phone second issue leave side bluetooth not work anymore month sound wise notice cancellation good
